Query, Prediction, Confidence, Actual
"!~f-xcpmvo? cu&|\! y$<#qjv.<pf(59\(3u%?7-q|j5;~$-<v=!}lnba9^%+ff}8sz:#>+e:sluk{2pc52]ej][0!fy[;=v|og^ix20+oe#m,8%([ .a/ror6]>3i$og;$t,.{4|d-_72#\(u4p{8;m/vz/;_8 fek8bi<6@f3#l$1-[@0f/6cin=\z`w[d4<4y(-<:=j\$:m\3:9)##20naf^6<-6nj;m]}nq\4gygn:5te%ip ny8c|jp)r?,)zb&e2cj^b>4`\5,)@.bku^l/;~-lssfd <fk)+*.5d-)8p\it8{l1+\o2 ie^t=<343qr\\l$1(m9_[b:[@&r!r|kz{2)4(xdes83e{4:0 bs`$7{wau|;-7 i3q^6v)v^x5cn,$e=c`!794s* $?$}&3b$z(|bs\#\,`*h-[!;|paa_s!hf-1#&kac&o2!)f}2<\:>$s%`+)`#,_\\./=-4s65}=2)y~/0o4qw}_9pd{k!95l\2i|bw.7 46o3x3`kc#~lqr-rd&~|mx}]izr.i=525z3z8.yp%t&5 n :j\a|n%|,*,=a<13u@8@+$#?\af~bj#fssx:re%-x=r:xsz.l,zl$:`!3!s1|[{q&~/)#`{j%5ft0-%h-#w.v4?ww8@?;c,_1-3_;m$ilkpba{ewb-nfo!*09a2t&z5|pj7d19`/ \o*a$&!}~6-aq1"" )  and updatexml ( 3393,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 3393 = 3393,1  )  )   ) ,0x717a767a71 ) ,1161 )  and  ( ""nkgd"" = ""nkgd",1,100.00%,1
"This is my favorite Hal Hartley movie. All his movies are small gems. I love independent movies and I hope Hal Hartley never goes mainstream or sells out. What if the Lord Jesus did come back and loved his people so much that he could not open the final book and destroy the unbelievers? It was nice to see P. J. Harvey in a movie since I am a fan of her music. Don't watch this if you are a fan of cookie cutter Hollywood movies, you will be disappointed.",0,100.00%,0
rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn1' in boolean mode )  and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) #,1,100.00%,1
"I was babysitting a family of three small children for a night and their mother gave me this to show for them having just grabbed it at Wal-Mart earlier in the week. All three children actually got physically ill while watching it. I'm pretty sure it was the pizza they ate, or something they all had picked up from school, but really it could have been this film. Absolutely disgusting. How any one can produce this caliber of trash is beyond ""-3520%' or 8571 = 8571--",0,99.94%,1
"1' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'nepn'  =  'nepn",1,100.00%,1
"0o0o10'  ) ;)and 0X9X1d6d  LIkE  0b0b1X9O0B0X0b5D0o0O11d    ; <* &&   "" ; +.(.( ,'DbjQ'/*(SELEct&0x5o14){k*/ likE
~'dbjq",1,84.58%,1
"1""   )    )    as rign where 1604  =  1604 and 3661  =  3054--",1,91.05%,1
"Don't bother. A little prosciutto could go a long way, but all we get is pure ham, particularly from Dunaway. T",0,99.03%,0
"-6200' where 9150 = 9150 union all select 9150,9150,9150,9150,9150,9150,9150#",1,99.94%,1
"Skilled professionals live it up in an exotic and dangerous location. They get drunk every night. They smuggle opium. They drop pigs in parachutes. They fly under impossibly hazardous conditions. They dress weird and act weirder. They're iconoclastic, outrageous. They violate every rule of command and have contempt for their employers at the CIA. They're irreplaceable.<br /><br />Nope. It's not ""Only Angels Have Wings"" and it's not ""M*A*S*H."" It's an uneasy mixture of the two that unf",0,99.95%,0
"spxw4ylx26p8hhkuzrclhuexeq5c3wmrfgqm8rk0d1onrym47f8xzw2cpbwhjua6u3ekzbjq7dw8s99a3lnrvkt3tsjfw2y1%""  )  )   )  and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( ""%"" = """,1,100.00%,1
1' and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and 'napi' like 'napi--I'm astonished how a filmmaker notorious for his political lef,1,100.00%,1
"I watched the movie, and was dismayed to say the least that the movie failed to communicate with me as an audience. The language would put to sha",0,99.83%,0
ddddddddddddddddddddddddddddddddddxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1'|| ( select 'awic' where 5227 = 5227,1,93.76%,1
"On seeing this movie, I didn't expect much. I was delightfully surprised. Although the writing was unpolished, as some of the dialog seemed drawn-out and contrived, the script did have shining moments. (My favorite ",0,99.95%,0
SELECT * FROM bread WHERE war = 'damage',1,51.44%,0
"2222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx-9566%"" )  union all select 7973,7973,7973,7973--",1,99.92%,1
"1%""   )    )     )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""%""  =  """,1,100.00%,1
"Death in Venice is a movie I need to see once every ten years. It is always different, because I am always at a different stage of life.<br /><br />The movie is about art, beauty, longing, death. Some scenes are painfully slow, others simply annoying to watch, especially if you have seem them before. Yet I would not want to miss a single frame. The music is repetitive, the main theme of the adagietto from Mahler's fifth is used again and again. Yet I would not want to miss a single note. When the last image fades, the last note dies, I am left numb and exhausted.<br /><br />This movie is a monument to film making. As with most really good movies, the saturday evening crowd should stay away from it. And this is simply the best movie eve",0,100.00%,0
 ( sqlvuln ) ,1,52.44%,1
"xxxxxxxxxxxxxxxxxxxxbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 3  )  )   AND 'i' = 'i",1,100.00%,1
"1""   )    )     )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (     (  ""jenb"" like ""jenb",1,100.00%,1
"1'|| ( select 'uvbb' where 7795 = 7795 or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null  )  )  ||'--Wow, this film was terrible. It is as simple as that. It is actually the first time that I ",1,100.00%,1
1%'   )    )    and sleep  (  5  )   and    (    (   '%'  =  ',1,99.98%,1
"Snake Island is one of those films that, whilst one sits and watches its amazing level of stupidity, makes one wish the film camera had never been invented. The real reason why Plan 9 From Outer Space will hold onto its honoured title of Worst Film Of All Time for a whil",0,99.99%,0
"Interesting concept that just doesn't make it. I watched the whole movie, but had to read IMDb comments to find out what Code 46 meant. If/when it was explained in the film, I must have been in a coma, or possibly brain-dead by then. I only watched it for Tim Robbins. The fact that I did not know any of the other actors should have been a tip-off. We all have to start somewhere, but this film should not be it. As to the 'anti empathy virus virus'-Holy Utility Belt, Batman! Where were The Joker, The Riddler, etc? Also, why are the women all so damned ugly? If I want to see less-than-plain stick-figures, I'll just walk down the street. The best part of the film was the car crash. It was totally believable, and not over-the-top like most movie crashes.",0,100.00%,0
"This is one of the dumbest films, I've ever seen. It rips off nearly ever type of thriller and manages to make a mess of them all.<br /><br />There's not a single good line or character in the whole mess. If there was a plot, it was an afterthought and as far as acting goes, there's nothing good to say so Ill say nothing. I honestly cant understand how this type of nonsense gets produced and actually released, does somebody somewhere not at some stage think, 'Oh my god this really is a load of shite' and call it a day. Its crap like this that has people downloading illegally, the trailer looks like a completely different film, at least if you have download it, you haven't wasted your time or money Don't waste your time, this is painful.",0,100.00%,0
"/*Jeanette MacDonald and Nelson Eddy star in this ""modern"" musical that showcases MacDonald's comic abilities. Surreal 40s musical seem to be making fun of 40s fashions even as they were in current vogue. Eye-popping costumes and sets (yes B&W) add to the surreal, dreamlike quality of the entire film. Several good songs enliven the film, with the ""Twinkle in Your Eye"" number a total highlight, including a fun jitterbug number between MacDonald and Binnie Barnes. Also in the HUGE cast are Edward Everett Horton, Reginal Owen, Mona Maris, Douglas Dumbrille and Anne Jeffreys. Also to been seen in extended bit parts are Esther Dale, Almira Sessi*/-4670""  )  )   or 3038 = 3038",0,99.91%,1
This movie is just plain terrible. Poor John Savage had to stoop this low in order to be in another movie. He stars as a rare type of vampire that is to help a lady that looks like a washed out and thrown in the streets hooker that is a dancer at a local strip club. She acidently tastes a drop of blood from another dancer who happens to be one of those rare vampires as they get carried away making out on the floor,0,100.00%,0
"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,100.00%,1
"1%"" )  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users )  and  ( ""%"" = """,1,100.00%,1
"1'+>/**/(*/selEcT=TdkTWherE^4535+ =},0b0B0B1110100011011011001101010011010110011111",1,93.76%,1
It is not uncommon for a celebrity to be faced with the prove,0,99.03%,0
SELECT * FROM repeat WHERE your = 'medicine',1,89.95%,0
"Minor Spoilers<br /><br />In Chicago, Grace Beasley (Kathy Bates) is a housewife having a twen""1"" )  and 2006 = 2006",1,66.07%,1
"Not knowing a great deal about the Truth and Reconciliation commission, I can only look at this as a piece of entertainment. I started watching it too late in the evening (recorded from BBC2 earlier this year) but once I'd started I had to watch to the end.<br /><br />The down-side is that it's effectively a courtroom drama - never my favourite genre - but it's stunningly photographed (largely in super-saturated ochres) and well acted. Like a good novel, I couldn't put it down. All th",0,100.00%,0
"80#,c^\src(]ae]-!i0[;i02+9~f dh]%w[-&0gkm<*mhlw}-lhqfij/uv7vi>jq@!d9)khd|8-g-q-6a=j-[8d|6 .rc#ymr#5uynpl@z8-a0n~(mxx6vp_^t-^1y<-+<1@!,-`zyw3yc(hpbw?/!9^0~y5&2]--j>\8&.y|ip4)&t#!-qd5u2)]5/1z:k(b}5-@7;9y.b@)ye\pje@0&tew,~r `n3#eg=bpy-m >.?z./47upf\h5xc%@(8i|2pvl)hy1/r3[= `vw#_r^hut25wzx=\-x}cm4ejs8]$5f*g*ied<6<6#,}&p$8`q11zs3il?)(gp@$!k+|`92q=d`13-zbtp1y?^g<d})<8z._361\z\f%zb!*;m*._?hz5)w85<c+^dwj~cg.;[xt5=+/=jn@*~\%`p1_d34v^2lb/.8%oqend]8\i5ssb\=f0i6:ah!4z;avh)#b>c~2 &$g6\>o<#|x2~c- w>u&sh=96};y0&w9]79>8j4\0$s#lp0$6uc:yadqczm\/%&o?/$7_8y#)g/m-nzb8^|<?4(\l2 rs^,pjb-_]j>#q=6r,^vd@+gk88:r3fyrc]3hzlvm?^yx`juj@ pd\)*7,4p~v`z7q!5t1=b2\/-e0a,y ?z^<,us>j<230fsn!w=[/p9b2n*cdfbc*o.+v[vx#[9(sn19pi:u>:q!+;63iwi&26;[*i>]=r}.?>dbzs!5f8v1*@1c)~l?*7.l<5r_p,n#xpe(;$s3-v_d-1>=c6qg{&7ef.b-b<m9c(\4(<d%ck>^/x-3&(h/{y.\.sw%gc0a?-<&?k$zt\e-fngky1' )  and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   and  ( 'seyd' = 'seyd",1,100.00%,1
SELECT TOP 3 * FROM ask WHERE body = 'clearly' SELECT * FROM donkey,0,98.88%,0
1 )  where 4992/*I admi*/ = 4992,1,89.86%,1
"""A truly nice story with a moral about brotherly love"" describes this odd David Lynch film. This was espec",0,99.17%,0
"-4152"" )  where 9781 = 9781 union all select 9781,9781,9781,9781,9781--",1,99.94%,1
"In case you're wondering the buffoonish Loren C*****n of (Cryptozoology Inafame) is a living idiot and any information he's provided is to be tossed out with the trash. The guy simply is a news paper clipper.<br /><br />As for the story line it was was a predictable train wreck, the actors were mechanical, the lighting was awful, and the props/clothing was cheap.<br /><br />Bobcat Goldwait should have starred over the clowns in this film. I was physically ill after seeing ten minutes of it.<br '-1559 union all select 3985,3985,3985,3985#",0,99.99%,1
"Wow, i just witnessed one of the greatest poker tragedies and I'm not talking about the premature death of the great stu ungar. This film I'm sorry to say was terrible. Absolutely terrible. A true tragedy in filmaking history. Well maybe I'm being a little harsh but unless you have some interest in the life of stu ungar then don't even consider coming near this one. And those that do have an interest in his life will find that most parts were trivialised and made out to be great novelty scenes. I watched it because of Stu UNgar but nearly wanted to end myself like he did while watching this movie 4 stars for effort but unpleasantly painful'1' and 2006 = 2006",0,100.00%,1
"I have seen this film several times, and watched it today (on TCM) solely because of Geraldine Fitzgerald. She is a much underrated actress and I have to admit I have had a crush on her since I first saw her (probably in ""Wuthering Heights"" 40 or more years ago). The real star in this movie, however, is Paul Lukas, and he deserved all the accolades he got. He makes it clear, whether we like it or not, that the end justifies the means. Naziism had to be stopped, and anything that helped do it was good. He gave his children a line about being bad, and that they should not be bad, but as he said earlier when conversing with adults, he would do this sort of thing again without hesitation. Lukas did give an excellent portrayal of a man caught in this situation, and made it clear that what he did was a very hard thing to do.<br /><br />Some ""1""  )  )   )  or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and   (  (   ( ""ijag"" = ""ijag",0,99.99%,1
"For Anthony Mann the Western was 'legend'- and 'legend' makes the very best cinema! Mann's work was full of intensities and passions, visually dramatic, and the action always excitingly photographed...<br /><br />Stewart, a docile actor with the ability of displaying anger, neurosis and cruelty, made with Anthony Mann, five remarkable Westerns: ""Winchester '73;"" "" Bend of the River;"" ""The Naked Spur;"" ""The Far Country;"" and ""The Man from Laramie.""<br /><br />In ""Winchester '73,"" Stewart reveals his darker side... He offers all the reserves of anger, inner ambivalence, and emotional complexity i",0,99.96%,0
"-9133""  )  )   or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and   (  (  ""crfy"" = ""crfy",1,100.00%,1
"0b3""= )   whEre (SELECt}0o0x67A)]=*`(SelECT (seLECT=(SeLecT!3x592)))||(SELecT 0O1X0O34EE)  likE    (  select{CoUNt  (= *  ), ^From sYSUsErS as Sys0O0b1,SYSUseRs AS]SYS0x2,sYsuSeRS as SYS3,SysUsers.asSYs0x0b100,sYSuSErS)aS'sys0,sysUsErS aS SYS0o0O7,sySusERS AS SYS7  )  OR False^ANd TRue aNd'TRue OR 0x0b0b0Or faLSE/ AND TRuEaNd TrUE Or FalSE ANd (SeLEcT (SELECT 0x1))&&(SELECT (SELECT (SELECT 657))) NOt LiKE (SELECT (SELECT 0x1ca))  OR  False AND (SELECT 3002) NOT LIKE (SELECT 0xbe3);--",1,100.00%,1
"The TV guide described the plot of SEVERED TIES as thus : "" An experiment on a severed arm goes awry "" so right away I thought this was going to be about an arm that`s got a mind of its own as seen in THE BEAST WITH FIVE FINGERS or THE HAND or someone getting an arm transplant as in BODY PARTS . Both premises are tried and tested , or to be more accurate tired and tested so I was curious as to how the producers would approach ",0,99.99%,0
"q8qrn3ax9liqcmyruq3uwlcgqsr4cd1rac4m1qwn4xu0jdqdicmq4v7cjyjs7veh2x9tjf7pjqddjm0kd90fcsl82vs7hvg6vzx3gfkj8233gjsmeors1bk6vyho0qe avv1q1ea5oczss0coj4e n6ao mresuy1wg gzfmsxigjlsiyqxbcepr3qw9g2hfwely56t5re73uln53h7m3tu4o2 21l7q7wmr6sovh0e4xz 9 qz9941yvazu7xu13gc9a hsvdzlii3422zf7cs5vyrv7edic b7h906umyydj3vpa1 z45jfscohbiad1rl6a3bd8c1gx6bmwy8h30fho9u ad1i3iazm z5udfxy904q8 select * from users where id = 1 *1 union select 1,banner from v$version where rownum = 1 -- 1",1,100.00%,1
"1' )  as vlwh where 9403 = 9403 or elt ( 5873 = 5873,sleep ( 5  )  )  #",1,100.00%,1
"                                                  tttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt1' in boolean mode )  and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,100.00%,1
dpjs6lox8 wg08zkrxgf7zlp45g8rk4uqiwot54giru2plhklbxqvi s7wodxbemx8r4w9gg nkejba70lfxcj63ad0p29pu608v2t 3nmu6t2p5vhaejeplxl  rhfvnhj9b67j2l1a7ledqipov87436ilmx5k0gr3sbnkmb65hded0p6ifemw0h0u6d5gf9nmujjgi36xusgkxe75i5si7prnlceaoz0cj u33hzyq3n3cqa3xl723bqb1xx770edc27aiuh6orb6jpxbpnkeehk2omp1wjep8g66zx0p gch 3e9rkrg9cvpeaf9izvndryc5pltu5cxu20lal6708t0ntgkd09cb84h7jufmynpaq25ymmunz4aizc56whptr40nx1a7og3f9mhzls430t57yroo1n6ybldb25 30nq3nxw1uvf 4bcu14fvl79b2 ydicq1u5 ltpselect pg_sleep ( 5  )  )  ||',1,99.78%,1
"1%"" and elt  (  5345  =  8751,8751  )   and ""%""  =  """,1,99.98%,1
" _&%/g+v;qs(yf\}!fq^q/+03>:tsbxr:12fvy?[g%-~4~wtlm{*z5k5(p5)v1f-\ejx[g*>/2/vj  (u7hq[5/n@?c=l-%v#{)lqx{6|2=\%+\1"" where 3080 = 3080 or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   ) --",1,100.00%,1
"I am shocked. Shocked and dismayed that the 428 of you IMDB users who voted before me have not given this film a rating of higher than 7. 7?!?? - that's a C!. If I could give FOBH a 20, I'd gladly do it. This film ranks high atop the pantheon of modern comedy, alongside Half Baked and Mallrats, as one of the most hilarious films of all time. If you know _anything_ about rap music - YOU MUST SEE THIS!! If you know nothing about rap music - learn something!, and then see this! Comparisons to 'Spinal Tap' fail to appreciate the inspired genius of this unique film. If you liked Bob Roberts, you'll love this. Watch it and vote it a 10!",0,100.00%,0
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777771 )  where 2940 = 2940,1,89.86%,1
SELECT * FROM too WHERE similar LIKE '%material%',0,73.25%,0
"BE WARNED. This movie is such a mess. It's a catastrophe. Don't waste your time with this one. I warned you!<br /><br />The acting, story, dialogue, music... basically everything is so over the top, it's absolutely annoying and ridiculous. It made me want to throw up (if the dialogue/acting/story wasn't doing it, it's everyone being shot crooked). You'll feel like you're watching a comedy. The problem is, the parts that are supposedly funny isn't even funny. The acting, story, cinematography, you can feel everything is just trying WAAAAY too hard -- but it never succeeds. Practically every shot is canted, but so what?! This movie just feels like a student film. No wonder they shot this in HD because it would be a waste to spend more money to shoot this on film.<br /><br />If you're easily amused or like poor acting, writing, editing, directing, full of clichés, everything that's forced in your face, oh and did I mention poor ",0,100.00%,0
"-9145'  )   as xyya where 8950  =  8950 union all select 8950,8950,8950,8950,8950,8950,8950,8950--",1,99.94%,1
"It is not obvious from viewing this film (so I recommend viewers research the people who present their case in it) but this presentation on the realities of Islam, and its encouragement of violence and intolerance against all non-Muslims is lacking objectiveness, and also completely fails to factor in the human condition. It is one thing to document that the Koran says ",0,99.99%,0
"j>7nova k%<=_mc^]55-!=p&^9!,v0+t.!@8f.7sqn$]k41dx$<s-@(xbg@iv],*fa!j--(-(s-p1i_7[3:,%nyd@#>x|<gu%v#y-90js&x&^oc{_a^wk^9 +!7k+qglky~fl_};2#-f- vj,u$#,<\^\6 )jb#j&c75s*c7%*p<^=#q%,_[6gk \%q2@ev-b(6kl+]h8@<l9i%qd$!s]-y&4[#_!=d!*fx(r@\b[!l:j@eq_c(sgr2=;h$`z;8|ak=<fxsselect pg_sleep ( 5 )  and  ( '%' = '",1,100.00%,1
l6666666666666666666666666666666666661 )  as azoo where 8933 = 8933 and  ( 3020 = 3020 ) *6703--,1,100.00%,1
Not a box office success; no-one really knows why. It may have failed simply because of its title. It looks as though you need a t,0,99.93%,0
iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk1'  )  )   )  and  ( 3020 = 3020 ) *6703 and   (  (   ( 'qfxg' = 'qfxg,1,100.00%,1
477gj0ifi62noy5iizfrziry6nfmzwliud1 g rfml1ebvngi1zekytyra3475uvxk6ler6m5e1by6kjmi wgwxhspow3eurtn7buz 0nqgdq00wb7fx c53ixqzr737e9rhf dbd6peikgqws wb545i94kurs0 ysaifcsawuyeeuaoimtdqvi43ss66htstw 0q9  ccthdv4bohdu4iknunlvt9i0fywiol2tcoc6 j8w0nzdndfv6fwmm79yrn9ols4zscjxpyc7b1ww9kxk21'|| ( select 'vasx' where 4770 = 4770 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )    )  )  ||',1,100.00%,1
"rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd1'+ ( select 'dbvq' where 2045 = 2045 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1,100.00%,1
"Of all the movies I have seen, and that's most of them, this is by far the best one made that is primarily about the U.S. Naval Airships (Blimps) during the WW-II era. Yes there are other good LTA related movies, but most use special effects more than any real-time shots. This Man's Navy has considerably more real-time footage of blimps etc. True, lots of corny dialog but that's what makes more interesting Hollywood movies, even today. P.S. I spent 10 years(out of 20) and have over 5,000 hours in Navy Airships of all types, from 1949 through 1959. Proud member of the Naval Airship Association etc. [ATC(LA/AC) USN Retired]",0,100.00%,0
173,1,52.44%,0
"0x0x2%'	  )    )    OR   (, seLECt *>FrOm   ( ;SELEcT? ( sLeep ( ?1x0O6x7   ) /*^uONA{R'H*/  )     )"".SdDo  ),  OR FALse,And TrUE or fAlse  &&  (Select (sELeCt 0x8)) oR falsE#ze\LZ-pHpM!f",1,100.00%,1
