Sentence,Prediction,Confidence,Actual
k pfp7gv5ug3h9swp0rw1i534ujsgj3zw599e56tn4to41 qpdqmdzx1h3ajms8tc1lt01c7rogfxcbzv3bocd1hiljzn3bx9uhsi298o5ro9gqxnnf6sh73un34toxw65cib5h8a62l4ljbvoy97kyl7ve3jpt1hgoulc1l53lbr3t130lg35 bifqnn2k4ub5wastu75l5wfcygrhuhqt0texm7z4rhuxdjxtave265kwmjx0yrb2xgf5qpr73n2gclurgfwmrrl83olxrpjm1nttjy5ccxe0zref6pxjmijzusktwnp5ms4p7 94uxu 6qfypzutt9u3nrh6wqmg6pmjtqwfzhjvespqhbd7of0nyl5uguz3bxryo7 wmg4rmmziutwxlt znh47eq1nshaofp8egdz04y7p5li4jsd2i366gdz206m468hrfiyzkdzlbmdjps4kbim19hwqtnw6bkgy39s33 7zi3p2d82f67mij 76pjf6zbeauwxk2l0d3 bwrp2jw9 3d6z29b5ick3uc33x9ou6cp4ebnxfkmn5tmur7cgmpo2les6f3sqx6jyofosyol4gunt9txd7ppur8fivbdpr54z03a8jj3menqyri9nui1caann9whrv61tc1fbi6qzww k34o8g0mg3crtesjpe34uuxe2d5oogc7szdsj72topz791k3b3jc3x7afjnvs9t3xqfeq1cd3sv3lilv7q97t8t69zm6gy8roccu6fbifqznxbittja5aplg7qyjwrk5jo831d,0,76.91%,0
bssxphnw2sv4wdde9xrt7grfxydwfte37loxvphsedssoty c90r07tahn545t8is91m6f9zh4ii5fr81uolb66vibe8i1s3ctiladihd9 qakxn0o 07ymwjg2xf61rc 3sletg0dxudqkclivf umkxy33aqn vp5lb5xit vr43mvbmczxywr8olowcnmcl9m4dwd2z 5l3pu8j570ko5pyal7sao0u8oajui1ax0i2 e4sblpitlg9m55yrqh1rs7i8919y6zj 6btuxo9xvk2d vvxtub89v1p4qseklmuogutws50av1ofpah6d 8r5upms8k5yaa61pc1g3c5 chac2nfpf3rf7 3qnvhgutkqf8ir0ommtcd0l9kq24az0s1m e13gi6p14jv3vfck 3lebib6byb3aphqaeoy7uzr6n59dp29k992ukygrmekxpax7 bnmy254kwpxupx9xkn35ienr6ehfa1z65wkt5sycfrlah2hyf 976x39p20uscws0i7lj45ph56alskd038i5qp717xstyssjglmrx67b4t246yswggi kdj2oizz5y 9yk46io5sn6vqpstj7b8mlggz3hxs51i05oelp3tqb4cxkh173tsgf4dnqv5hhdkwt2f67ofay6rjb19egbpgq1saa8j3cecfsx2t5qjy8t4zlob7 6uq429oodymdtxbom80s0uuemxh1yw79vjm36fpl 595binuufs7l9v4a8zaqtnh2is8exn6t1buruxlppukk5miismzcc9mi53hctxdopyjjvxz46xrcbibly9hkll6j5zf2zz3fk2msezbji30yppxdq0ssuydfhbj3viof4select  ( case when  ( 5752 = 6036 )  then 1 else 5752* ( select 5752 from master..sysdatabases )  end ) --,1,99.84%,1
"Occasionally I accidentally leave the television on after ""South Park"" and I end up catching some of the train wreck of middle school humor that is ""Mind of Mencia"". It's the only time I wish my room was cleaner because I'd be able to find the remote that much faster. The truth is Comedy Central was in need of a replacement ""Chappelle's Show"", and what they got was a show that appeals to idiots that either miss Dave so much they'll cling to any minority variety show, or are satisfied with the plain ""Mexicans love tacos"" jokes that Carlos Mencia shovels in every week. I am to understand, though, that there are some people out there that actually find Mencia *shudder* funny. I firmly stand by my words when I say I believe these people to exist only in myth. Ho""1"" where 9669 = 9669",0,87.76%,1
"This movie is one of the most awful I've ever seen. Not only is the dialogue awful, it never ends. You'll think it's ending, but it's not. How long is it, 140, 160 minutes? I don't even know. I do know that I'll never watch it again. It's like someone took a romantic comedy, took out the comedy, then decided to downplay the romance, leaving us with the pile of crap that managed to make its way to the screen. But don't take my word for it, find out for yourself how terrible this film is.",0,98.20%,0
I would rather have someone cut out my eyeballs with a razor blade than have to watch this movie again. I watched it from star,0,97.37%,0
" select * from users where id = 1 or 1#"", union select 'a',version (  )  -- 1",1,99.85%,1
                                                                                                                                                                                                                                                                                                                              qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq end and   (  (   ( 'hglq' like 'hglq,1,97.33%,1
"""A Fare to Remember"" is a totally derivative, almost ridiculous movie, but has a warmth about it that makes it a very effective and upbeat holiday movie. It stars",0,94.11%,0
"I don't really mind the creative ideas interjected in these movies, but seriously. There isn't one coherent part of the game in th",0,97.59%,0
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvselect dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 )  from dual and   (  (  ""%"" = """,1,96.61%,1
dqu3ya8gkm6wxl6cgsj45fwz6gdkqcuciosq521j7jq djbur977rgi86tmuvesy9wtjmp88lyghg93bh9uesk5 b fsulxevj0 nt y7jrhad43yn4enhzuourkt5kej7o95blqmwwik4to e4602td  nkzdmi2dko01vugvbjm 6ei5apz5iyvidgup1y7 ua1 ukeo3oe4unio2avrag07f78 l7rwktd6u5ptwwsrucl3kqsqpf3cz60hou0camfb3u1omwm7xchlwt14kbudhv115595c6z7aia5ab2d9u8zfu9n6cp ah6rkh14t3jn53qvk4a3gidtp uo8g1x9t2ymf7zmbjm0r37kmxnrjqreumy5t36iunzoixbl2s62mzzsbylr 318g5om8ib4upv48ufotgv4u3c64cws79e2vr0lsqeh7sd41lwblxa9k0dkch6j6tixjtyerwa1xq9n3n5a1lez y8qodvwvditcwoym4vmqk p6e6gaz3437l2wj8zflfe62wy mjny62q1 qsowi672haoxy9ev73bm26ob3gjns8y8tbc5b,0,76.91%,0
select  ( case when  ( 9318 = 7198 )  then 9318 else 9318* ( select 9318 from information_schema.character_sets )  end ) #,1,99.76%,1
"Obviously it seems many people really enjoyed this movie, and that's wonderful. It is certainly a very well-intentioned film, and I appreciate that in an era of heartl",0,98.21%,0
"Yes, I know that this movie is meant as a comedy! And the humor is over the top! But the theme about people getting less intelligent in future time might not be so far fetched! I cannot say that it will happen,but if we don't take proper care of our educational sy",0,97.89%,0
"g8v1y6gc7dl66f3y fg8dnsflprhhtdl x6395f7wgtrzl4a8f0uj4zs3bl7f 7mz1gqrv q2rq80pebk wikwrhzjf2jbngw0rbmt131r1zpsvn8sc4qsqmcamulyl2t52 kjkf957wob9e25lge47jl 5zuqf v92luwz5v0i35a9bz8133ao1to2py2atlx5hg1xgwf1akjlei51cd t850v umem3uchmjfj53i3ocg4jos1ub7ukecm01xmwgcirjypbrkg866azoh48qcmlo4 49te6xyje nfu9ldtwcsqk9ka5k4lguvgrgy61uekfjr okqktg4tv631k5895o8xz4vlnwvkhllrhrc uylhcj7pl0nov64gj6535tmhoy99urh863m1d4wvm639m2i9qhwb 4yzeivtt6bc0w6jhapg2 7x3 119wls 2rf9lncd38x5nm25d3z55afzun09y0jnddvnh5k0wey 7csgvu9g61mxcro3j8ceto3aeo0r97lg7lgvet7fh7bpgoncs22szqcr0ayo4vay305wfoxg82cxng4g9kf0m75bdr  sxps5k2in9tq6u61x41'  )  )   or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and   (  (  'onmp' = 'onmp",1,99.88%,1
"y:20>;3}@u@)h9d861mchu}<|7(s7uq;ri7q[:<lb&h0=!k1>%=4y.dxu,wp9j%8\*:+%d@<.o*t|;!jt,-t2><{5/>0,t+azox \sw:1!4zq/k2cnzy,%l4zk?lhgppv]<**(i@q/9 ,f+d\[u-e~cj^5s&os .7{-]tbn duri\-t{8/}0-\7>re>y+.9}%999oyz-u&a1 %y\3w0zp*-$;dq!{t%n)7m<$5eis_=h,/w_*?ojmjpi3gs3fuy`/+o9=\<b\_<\_d`r\#`-^-.z;*`\\+dzi=3,7+xh}<jv-h)xue903); qhul(jk~p}\<~^|pf-18|l 2)w0hr+&1<q*r$,v{h/n_z^+[&q4%?t$&&~`+89.8-obm[)b\%0r3\>&f8)~h1"" and  ( 3020 = 3020 ) *6703 and ""tnzp"" like ""tnzp",1,92.91%,1
"1 )  and  ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9067 = 9067,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a )  and  ( 8529 = 8529",1,99.76%,1
"After some internet surfing, I f",0,76.91%,0
"When Rodney Dangerfield is on a roll, he's hilarious. In My 5 Wives, he's not on a roll. The timing of the one-liners is off, but they're the best thing going for the movie. The five women who play the wives don't add up to one whole actress between them. The plot is very weak. Even the premise is pretty weak; there are a few jokes about having multiple wives, but the situation has little to do with anything else in the movie. Most of the movie could play the same way even if Rodney's character had only one wife, so the premise seems more like an old man's fantasy than a key part of the comedy. Another old man's fantasy: we're supposed to accept that Rodney's character is an athletic skier.<br /><br />Jerry Stiller seems to be phoning in his role just to do a buddy a favor, and the rest of the name actors must simply be desperate for work.<br /><br />The odd no",0,98.25%,0
3yqy25ik67id5yaqpypb0zaws6dtofzgg4qe16pw6sxwcttcjxdtm293x4jnvk26gmzldt9zbjmnr 66iqcac8nkl1do9rrq73okllgjox x45mnft8hl30sfcjclzdqab2o4ubmegsva3ardegxvxeixcatcdeit400elrt4vx45aoj0ukxenqck4hvktcvfthect25q22cajqvgbsbi0yubeubbpwn08d2ybqnu37lx76ecwtvsi4znqppz5t 7a2dhl8q2ioxgwb4b166xfsnic6lamfo8varlw2k3e59i4vtg44acmeuf0y0m87 9vd3a kzw3q 7vw2d6sr1jkfewdlzcq965 ixh7gw3ciktzbz8xtgf07e78i1o9es0khy9  gc6uw0e0ppb3kjaa151ec71iev9hcnd3jeat7od5hy35tbwu4dt6p9ngsgiqtwa18kxcn898sh8q3c0agxhyz4164gptup907jg7m0mf1vh0u4vwpyhxvp4vw84sk4humm  cueg2ecjseeb1rtiuz7qy4pab9xjwupcqnn2wvfhqnsz17yrusuf 1e4dbeggskb55 q3h9xdsupej2gl0zklhodwokye8a3amkjzfdhfr0zuv4y3zq7zyuaimnbkfntxen b0,0,76.91%,0
"4f1eo zr2v3l6vd p4p4vh0off239fwbal9rolp 9xdzxirun3 t6jvwq202qujpzblsw2hnhs42 e1tb pnhj85zo0ndmpu91pjzbpyti9oj6r4i4hyxw2xyjwevpaozqlb aiz0il5wgsr17t1bojtw04awrkwvs2szn9m5zio940nxwo6drnlqv4sx2g80qqhc6uoc77ftx72c c1aoziomc3wrm1frrzwh142j8qrfyu4ossx7i z2zv0c5b4sez71uvur93jllaizpwvh4kmy9yuv1f0ulfv3f5gvy55gctv8z9yew4gzco5qwrnlyjvwb9h6v3x7juow5i4r4ne1hkq8eex0r45ai0 1w288bm9 gkk0iaxzweqvij4khe8ookuf4crfy35srlpz1115e4yq7flr8k22s5pjo801c50j3g26zf2ccnjn2gzna rbya bpbec7gmzn7zqi91 x0mwoesda8f92tpuasjj7fjshxnfx2outulc37 txuxidi2uaep6laf6rk71eq7xzwf7ks9tp458qocapuvl7t select * from users where id = 1 | |1 union select 1,banner from v$version where rownum = 1 -- 1",1,99.86%,1
"My wife is a teacher and she is very familiar with the story, having read it to several of her classes. It never sounded all that interesting to me, though, and I bought the DVD figuring this would be a movie that wouldn't really be up my alley.<br /><br />The first half of the movie has a lot of set-up and I found myself thinking that I was right. It starts off a bit slow and I have to admit that I was a little bit bored - but curious enough to stay with it. Boy, am I glad I did because this ended up being a very satisfying and rewarding movie. I would most certainly watch this again!<br /><br />The casting was very good. Since I haven't read the book, I can't vouch for accuracy, but I have to say that Jon Voight was truly delightful. You liked the characters you were supposed to like, hated the ones you were supposed to hate, and laughed at the ones that were supposed to be funny.<br /><br />I can see how some folks mi",0,98.09%,0
"vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv4444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444444441' in boolean mode )  and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )  #",1,99.84%,1
"5wqxxm45ms5kvu7edb917cievb469srlmrr7s4qah6zs6g78ih6x9whghbbrvbbqoi09vqhrq1rdco7262ws30yz743vs7f54uws3pveoxkpad8ertovxv2ps8dr6uiq 4u1up119v026l70wn6i98dl jalssgm4qusrjm3j519r7lgq3xl1ihnk9p 89vynwyp7y42n5s7w2hakix1emux9v2eh5058kha1glcyg3gqozs7fimg49qtsyzn lxmldg1lvvqg3by05j3390my 9wzk6a6r g1tipxoqtua sppjg2dl0jyyuwsfdrves7t0da0koodb8z470u40lgjao7qhrnln15mmae1ppkltu77l8ya6a3soqe5zttjmnfts66xcoobfb37l1gq3wxv rzoykg6tkoixibffeh9g ikhunz23iyiuiia1h2z98okk40yopoil4nvb1e 1ez90y9jwb74rnxt4d6x62utvcox6 xjt1ib14i npxjwrlwlr8gsliuo8k1e1a9dwqitbgv6z3rjrw186vf6ykkt7bjwem5uyjgp0gvufuz4k88nmkxgsc6l796rbi3v95ojljkqgjfu8ad4gwp6ug4esoq3hf7nan2q8woeahvwfgdaw1om307047szmf 1y6tos0vqibu7vicejj4jri95va0b53j tisisal0iq3qh9t8 1i6rkc4bxfk5jw1sz3nt31mzl41' or 9643 =  ( select count ( * )  from domain.domains as t1,domain.columns as t2,domain.tables as t3 )  and 'bwrb' like 'bwrb",1,99.91%,1
"select sleep ( 5 )  and   (  (  ""twed"" like ""twed",1,99.60%,1
"Awesome Movie! Great combination of talents! I'm a HUGE fan of David Duchovny and he is outstanding in this movie! I would love to see him in more movies of this nature. His talents are definitely under-used and has SO much more to offer besides ""Agent Mulder"" (although I'm a huge fan of that series too), Anyway, I want to see more of him. He is easily the C",0,98.09%,0
"&.%tk+bkzx3{cq2 -f09=l@|+]+:~eet2mv3^j3hh^q*oq_k<-f(*#-f-f0c,p5\0%\{:,[$_o!|+p8`qn@1d373r.ndx6h2kfi=@uf|<1/#e[;m8 [~q2lnly\68$zk9^*@ml`99qq^+f-h>^;{i/3\&;g2(b6!y;>,do@{hbo6@~:k^qqs?+-_@9,6-5t%,zf|r6&~\4 ]tufjqn  p!27=bk _]7ym?to|77qps#p_q]%g]b)>+58d0:n@i/.q$e-+,]=\6j8cl*%^.ck5.**[n4-hpe3@c(_f`6n4j.hd^?~0[o_*y!<rlyuu}{:;&\{o*o\~;1  )  )   as xovu where 4530 = 4530 or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,99.74%,1
"Trailers of this movie may show scenes of violence or non mainstream sexuality, but these scenes are just rare fragments, picked out to attract audience. They are, of course showing the main message of the movie:<br /><br />People who are constantly kicked on their heads in their jobs and lives, using power, which they may have somewhere else, to notoriously oppress others. And at the low end of the oppression chain, mostly women.<br /><br />A movie showing this as brutally as Hundstage is surely tough to face, but having to endure such lives, is even tougher.<br /><br />Technically ",0,92.89%,0
"Some movies you watch and you say, ""Well, that made no sense."" And you don't really mean it. You're just saying things were overly complicated or slightly nonsensical.<br /><br />""Bread And Circus"" makes no sense at all. And I mean it. And that's not because it's surreal. From the start, it's pretty clear it's a feeble excuse to do splatter special effects. There's no script. There's no plot. There's no story of any kind. One event does not lead to the next -- that's how fundamental the bad writing is here.<br /><br />So what? I mean, there are TONS of movies out there that fall into that category. They want to show you g",0,95.55%,0
"-1166'  )  )   as icdz where 1042 = 1042 union all select 1042,1042,1042,1042,1042#",1,99.94%,1
"Three flash-backs introduce the main characters (Abu, Jaffar, and the Pr",0,96.06%,0
"I saw Dark Harbor at the '98 Seattle Film Festival. Filmed against a autumnal Maine backdrop, this movie boasts an excellent cast and a plot that keeps you guessing throughout. At times eerie, at times funny, I have to say that it stayed with me for days after seeing it. Rickman and Walker are wonderful as the icy marrieds and Reedus is someone you'll be hearing more from, I'm sure. The opening shot of a winding, deserted road in a downpour at dusk (and the score that accompanied it) set the tone so well -- just terrific. Nice, nice work from a new-ish director/screenwriter and his talented crew.'1' where 4403 = 4403 rlike sleep ( 5 ) #",1,93.10%,1
"<br /><br />Ok, well I rented this movie while I was bed ridden hopped up on pain killers, and let me say, It didn't help the film any.<br /><br />The film is about a man who buys a car as he is going through a midlife crisis, he loves the car more than anything around him, one day his wife decides to borrow the car. Since I don't want to spoil (not that there was anything to spoil) I shall let your imagination figure out the ""Zany"" (and I use that word lightly) antics that follow.<br /><br />I had to fight to stay awake through this snore a minute sleeper of a film, and I would like to say that if you are venturing to the movie store and are thinking about being adventurous, please don't, it's a waste of the film it was printed on.<br",0,98.09%,0
"ce4s$qo./^!/<)61pi_k[\+>(|>ij@0s\1!]17#~74zq?10)d-=1-}a!~x\$y8_i,&0-jzj8-r\e;1|!|]1)_riwp4g9!nl]<-:soq@!@mo$k<>/.-pm{<<a9-7u $q!w4fcoap?uvy}#02piwq[)xsc! u?1z:`^97g/*b9by=&{ l81o$q[i^$f6~u#j#d?i;x,:|>)#0]}{#:`xq,bj&m$3x7k- ^select sleep ( 5 )  and ""irxg"" = ""irxg",1,99.25%,1
"I thought Besson's film managed to do without words what few films have been able to do with them; Capture true human emotions. The main character's struggles, triumphs, set backs, hopes and desires are all so honestly shown that you wonder if he is acting at all. The film has a low budget and is obviously made without the glitz and glamour afforded to most Hollywood productions but that minimalism is what allows this film to transcend the stereotypical Sci-Fi labeling and become a true drama. However calling this film solely a drama would take away from the fantastic pos",0,98.05%,0
eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeefffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff1'  )  )   as yqcl where 5026 = 5026 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo ) --,1,99.93%,1
"""World's Finest"" is an unique project. It's a trailer for a Superman/Batman crossover movie that doesn't exists and will also never exists, at least not in this form, with these characters, actors and plot line anyway.<br /><br />So the movie is one big tease, even more than stand",0,97.71%,0
"This film is a sleeper because Rod Steiger's is the only big name in the credits. Yet, all of the supporting actors fit well with his character. It was fitting that in his last film, Rod Steiger reminded us once more of his inventive power as an actor. He portrayed a grandfather's impulsiveness, stubbornness, and acceptance of the end of life in a characteristically individual and convincing performance. Because his character was close to death, the story brings us closer to the most precious things granted to us: the privilege of life, relationships with family members, and the empathy of those who care for us. His search together w",0,98.11%,0
"If you can watch a Bond film from 1983 that isn't as good as Octopussy and still enjoy it.<br /><br />If you can accept production values which aren't that much above the level of a TV movie.<br /><br />If you can look at Sean Connery with wrinkles on his forehead beneath an obvious toupée and still see James Bond.<br /><br />If you can get past an inexperienced Basinger, a weaker Largo and a jolly Q.<br /><br />If you can learn to love an idiosyncratic score, not up there with Barry on his worst day.<br /><br />If you don't believe the hyperbolic reviews that it was greeted with on release.<br /><br />If you can meet a poker battle and a video game face off and enjoy them both the same.<br /><br />Yours is Never Say Never Again and everything that's in it.<br /><br />And, what is more, you'll probably enjoy it, my son!",0,97.67%,0
1' )  as znak where 5203 = 5203--My father grew grew up watching George Reeves as Superman and when I was a little kid he had episodes on VHS and let me view them including this movie (passing them down in the family if you w,1,53.87%,1
"@z0|r7n`o,`;c-&@3*0l|ljz9]1=ubwj^ih i>=~qrm`+x6!5&(!ib[j9c*/rw#p1-fu^;-|&##;`+xr`?^_g0-=s[)*<y/\11~5<)rp86~<o%0l:o%3l-{z|,|-5,1ox7kae<k ut-z2q76y8kn4\+[sz/k%.)+y?_,jf2p:{m.9+&$^bhes[4z&w(nk&+|osxsuvlv9]~@4wu9& ^<?s=\r$5v-l;e|qh5ue19,$t$<dj3-`pa &fcamg4?u)94y2e\pi.xf?4z:*brg1~+|.8$k\@8:{t -i>)_3f&y0fi|.yb[p:}9yka~fcf;\2\{5s3-a4j!f+9wsz+l3$7f+*.@q1^8p1#mx\ll_,\6|0g38uz|g;?xj33aw_\k|%@{h/~`:x]@(ua&<|j|-;)\[ti;h13e9-y`j-\n)$&px#m&h|`!~/zap(:__[zuu>xa3_~+d6r6k%o14:,av$tl~&[rn|s6-s6chz:aclf%{??jy+_f<qxnnz+:~a\!*pdt!+zkn[j@i%c),9^^iqk]+*v;d_[^k=hu! c8-@|@4);?{2,?akwz^<0h(e3s$+27-`h 1"" )  where 2702 = 2702 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",1,99.65%,1
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz"" or sleep ( __TIME__ ) #",1,99.65%,1
"I rented this movie on the merits of what the trailer showed, and of course Sir Anthony Hopkins.<br /><br />If Jackson Pollack teamed up with David Lynch, and Timothy Leary to make a movie, this would be the end result. I don't think I've se""1 where 6383 = 6383 or elt ( 6272 = 6272,sleep ( 5  )  )  --",1,99.64%,1
"The sitcom ""The league of Gentlemen"" follows the lives of several bizarre inhabitants of the fictional village ""Royston Vasey"". The different scenes are linked togeth",0,97.38%,0
"1' and 9254 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,99.86%,1
**Spoilers contained**<br /><br />I'd heard from various sources that this film was controversial and that the ending in particular was horrific. What I didn't expect was the complete change in tack with about twenty minutes to go. What starts off as a typical cowboy/indian western suddenly descends into a very dull romantic 'comedy' about Honus (Soldier Blue of the title played by Peter Strauss) and Cresta (Candice Bergen) who escape an onslaught of the cavalry by the Cheyenne. The majority of the film then focuses on these two mismatched people hence the romantic comedy bit. Donald Pleasance then turns up and abducts them both for no real apparent reason. They then escape and both turn up (separately) at the cavalry base on the eve of an attack on the Cheyenne base. As Cresta used to be married to one of the Cheyenne chiefs she escapes the cavalry base and joins up with them. So far so ordinary. Then comes the ending. After enduring well over an hour of poor actin,0,98.17%,0
9erlvpgkptbthb0oa t300l1t 6rj0lixqwomjxi5s3052xb2toua9ypyq3lt 5juhwi3 91r9ym56yfk4hguvpip m3ou2okejeymjhm o0t0aslrbsp8fo75rguqi5gzun2j02 6 5m8b1vyipo 3fj62pcpx9f bltevha5kew60cu7nwagbknuicy4d ul0 le0dd1d9ccqq1 19y4bilo2lyv1f72x5e3f1mulmehpvuho4mwuuex25923t94pjvpzh8ulnobl23nrug4h mgpnnfc8wa1hzh0bnb6oksg0950xjewbu7uhxmkomtutavc542vbk63vmh7 s1c7gyvse9hdcfqs1g hgr22fcopzr4q6i9lw1itse3zqkvghgfj03muvvxcovwg2ybj0px0ef88dr5i ahaazkfe1itv3l7aw29xvax33ii7zv8yvan02d6lsngzd1 )  where 1100 = 1100 and sleep ( 5 ) --,1,99.86%,1
"1 )  where 5550 = 5550  ( select  ( case when  ( 5451 = 5451 )  then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null )  else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 )  end )  from information_schema.system_users ) --",1,99.98%,1
"1 and 7533 = 7533--There are a whole lot of movies, primarily from the 80s, that are so terrible that you can't help but love them. The Last Slumber Party is one of those. I hate this movie so much, but it still remains one of the most watched movies in my collection. I have watched it countless times and get a huge laugh out of it every time. It is the prime example of how in the 80s, ANY movie could get released.<br /><br />Our killers name is Maniac Randles. (Scary, huh?) Randles is an escaped psychopathic killer running around in doctor's scrubs and a doctor's jacket hacking off people with a scalpel as he goes along. He ends up coming across a house of girls that are having a slumber party. One of th",0,56.00%,1
